id,timestamp,iso_time,device_id,temperature_c,humidity_pct,soil_moisture_pct,light_lux,alert_flag,alert_reason
64,1788797781.58,2026-09-07T16:16:21.579816+00:00,GH-SENSOR-01,20.91,71.78,69.88,2907.6,0,
65,1788798681.58,2026-09-07T16:31:21.579816+00:00,GH-SENSOR-01,20.48,69.05,68.65,2461.4,0,
66,1788799581.58,2026-09-07T16:46:21.579816+00:00,GH-SENSOR-01,19.98,72.11,67.14,1960.7,0,
67,1788800481.58,2026-09-07T17:01:21.579816+00:00,GH-SENSOR-01,19.45,72.37,66.6,1503.9,0,
68,1788801381.58,2026-09-07T17:16:21.579816+00:00,GH-SENSOR-01,18.97,75.2,65.51,1080.1,0,
69,1788802281.58,2026-09-07T17:31:21.579816+00:00,GH-SENSOR-01,13.37,74.93,64.42,4.1,1,low_temperature
70,1788803181.58,2026-09-07T17:46:21.579816+00:00,GH-SENSOR-01,17.87,77.94,63.66,319.1,0,
71,1788804081.58,2026-09-07T18:01:21.579816+00:00,GH-SENSOR-01,17.15,76.01,63.13,5.9,0,
72,1788804981.58,2026-09-07T18:16:21.579816+00:00,GH-SENSOR-01,17.63,76.24,63.73,32.6,0,
73,1788805881.58,2026-09-07T18:31:21.579816+00:00,GH-SENSOR-01,16.71,77.66,64.44,54.7,0,
74,1788806781.58,2026-09-07T18:46:21.579816+00:00,GH-SENSOR-01,16.8,78.59,66.08,18.1,0,
75,1788807681.58,2026-09-07T19:01:21.579816+00:00,GH-SENSOR-01,17.83,74.85,66.47,7.2,0,
76,1788808581.58,2026-09-07T19:16:21.579816+00:00,GH-SENSOR-01,17.86,77.89,66.24,16.4,0,
77,1788809481.58,2026-09-07T19:31:21.579816+00:00,GH-SENSOR-01,17.3,77.09,66.79,0.0,0,
78,1788810381.58,2026-09-07T19:46:21.579816+00:00,GH-SENSOR-01,17.77,74.64,66.5,17.9,0,
79,1788811281.58,2026-09-07T20:01:21.579816+00:00,GH-SENSOR-01,17.63,78.14,66.37,44.2,0,
80,1788812181.58,2026-09-07T20:16:21.579816+00:00,GH-SENSOR-01,17.58,79.58,66.23,0.3,0,
81,1788846944.539,2026-09-08T05:55:44.538986+00:00,GH-SENSOR-01,17.42,78.76,55.22,0.0,0,
82,1788846946.544,2026-09-08T05:55:46.544129+00:00,GH-SENSOR-01,17.92,77.49,54.77,0.0,0,
83,1788846948.563,2026-09-08T05:55:48.563019+00:00,GH-SENSOR-01,18.18,75.4,55.71,6.5,0,
84,1788846950.585,2026-09-08T05:55:50.584860+00:00,GH-SENSOR-01,17.46,78.54,54.26,58.9,0,
85,1788846952.596,2026-09-08T05:55:52.595850+00:00,GH-SENSOR-01,17.28,79.12,55.32,68.9,0,
86,1788846954.618,2026-09-08T05:55:54.618087+00:00,GH-SENSOR-01,17.28,77.67,53.96,66.2,0,
87,1788846956.626,2026-09-08T05:55:56.625640+00:00,GH-SENSOR-01,18.11,77.22,55.27,71.8,0,
88,1788846958.631,2026-09-08T05:55:58.630792+00:00,GH-SENSOR-01,17.93,79.04,54.24,13.4,0,
89,1788846960.641,2026-09-08T05:56:00.640508+00:00,GH-SENSOR-01,18.14,79.89,54.97,9.2,0,
90,1788846962.646,2026-09-08T05:56:02.646330+00:00,GH-SENSOR-01,17.29,76.82,54.67,0.0,0,
91,1788846964.67,2026-09-08T05:56:04.670399+00:00,GH-SENSOR-01,17.79,78.08,54.44,0.0,0,
92,1788846966.678,2026-09-08T05:56:06.678412+00:00,GH-SENSOR-01,17.38,78.25,55.2,18.7,0,
93,1788846968.686,2026-09-08T05:56:08.685985+00:00,GH-SENSOR-01,17.99,78.65,55.28,25.8,0,
94,1788846970.701,2026-09-08T05:56:10.700942+00:00,GH-SENSOR-01,18.26,79.0,54.93,0.0,0,
95,1788846972.722,2026-09-08T05:56:12.721851+00:00,GH-SENSOR-01,17.3,76.89,54.2,66.0,0,
96,1788846974.727,2026-09-08T05:56:14.727440+00:00,GH-SENSOR-01,17.59,79.04,55.92,13.7,0,
97,1788846976.743,2026-09-08T05:56:16.743393+00:00,GH-SENSOR-01,17.13,77.24,55.71,16.5,0,
98,1788846978.764,2026-09-08T05:56:18.764184+00:00,GH-SENSOR-01,17.11,78.18,55.49,33.4,0,
99,1788846980.771,2026-09-08T05:56:20.771395+00:00,GH-SENSOR-01,17.09,77.82,55.26,0.0,0,
100,1788846982.776,2026-09-08T05:56:22.775888+00:00,GH-SENSOR-01,17.91,77.07,55.47,0.0,0,
